seed,method,regime,epsilon,leaf_accuracy,macro_f1,path_accuracy,wrong_parent_rate,nll,ece,wrong_branch_mass_mean,catastrophic_wrong_branch
37,vanilla,predicted,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,hard_map,predicted,0.0,0.5266742338251986,0.517118605165132,0.5266742338251986,0.23396708286038592,7.257702827453613,0.12695932407650956,0.23396708592180496,0.23396708286038592
37,tree,predicted,0.0,0.5793132803632236,0.5716785759523015,0.5793132803632236,0.1956583427922815,1.5765026027288889,0.03344464153662441,0.26195453556644044,0.2206299659477866
37,poincare,predicted,0.0,0.5793132803632236,0.5711627479648533,0.5793132803632236,0.19764472190692395,1.5760430097579956,0.03252708830497523,0.26767538557258286,0.22304199772985245
37,ultrametric,predicted,0.0,0.5794551645856981,0.5715026162963712,0.5794551645856981,0.19693530079455165,1.5760492137710045,0.033489951217952986,0.2643833507086541,0.22091373439273554
37,geometric_shell,predicted,0.0,0.5791713961407492,0.5712788873406499,0.5791713961407492,0.19736095346197502,1.5759901817446644,0.03268092444278408,0.26488070528130236,0.2206299659477866
37,vanilla,missing,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,hard_map,missing,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,tree,missing,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706743243627,0.03281425230340371,0.2779455038353199,0.23141316685584562
37,poincare,missing,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,ultrametric,missing,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706743243627,0.03281425230340371,0.2779455038353199,0.23141316685584562
37,geometric_shell,missing,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706743243627,0.03281425230340371,0.2779455038353199,0.23141316685584562
37,vanilla,corrupted,0.0,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,hard_map,corrupted,0.0,0.5266742338251986,0.517118605165132,0.5266742338251986,0.23396708286038592,7.257702827453613,0.12695932407650956,0.23396708592180496,0.23396708286038592
37,tree,corrupted,0.0,0.5793132803632236,0.5716785759523015,0.5793132803632236,0.1956583427922815,1.5765026027288889,0.03344464153662441,0.26195453556644044,0.2206299659477866
37,poincare,corrupted,0.0,0.5793132803632236,0.5711627479648533,0.5793132803632236,0.19764472190692395,1.5760430097579956,0.03252708830497523,0.26767538557258286,0.22304199772985245
37,ultrametric,corrupted,0.0,0.5794551645856981,0.5715026162963712,0.5794551645856981,0.19693530079455165,1.5760492137710045,0.033489951217952986,0.2643833507086541,0.22091373439273554
37,geometric_shell,corrupted,0.0,0.5791713961407492,0.5712788873406499,0.5791713961407492,0.19736095346197502,1.5759901817446644,0.03268092444278408,0.26488070528130236,0.2206299659477866
37,vanilla,corrupted,0.1,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,hard_map,corrupted,0.1,0.5231271282633371,0.5141962810335893,0.5231271282633371,0.23964245175936436,7.406804084777832,0.12900718574588704,0.23964245493918082,0.23964245175936436
37,tree,corrupted,0.1,0.5787457434733257,0.5710286680316349,0.5787457434733257,0.1967934165720772,1.5785106163943272,0.03302187318812909,0.26404789265928125,0.2213393870601589
37,poincare,corrupted,0.1,0.5790295119182747,0.5708077077975785,0.5790295119182747,0.1989216799091941,1.5774192628602877,0.03212669099149161,0.269092762484388,0.22474460839954596
37,ultrametric,corrupted,0.1,0.5780363223609535,0.5701389170071794,0.5780363223609535,0.19863791146424517,1.5778233575143061,0.031788056374887595,0.266202335712373,0.22233257661748013
37,geometric_shell,corrupted,0.1,0.5783200908059024,0.5702094198956748,0.5783200908059024,0.19863791146424517,1.5777136737776072,0.031882377905249844,0.2666416333220357,0.22219069239500566
37,vanilla,corrupted,0.2,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,hard_map,corrupted,0.2,0.5151816118047673,0.5062020374292883,0.5151816118047673,0.2504256526674234,7.695609092712402,0.13474335144702068,0.25042565594872335,0.2504256526674234
37,tree,corrupted,0.2,0.5780363223609535,0.57040588393368,0.5780363223609535,0.19906356413166856,1.5806372063990406,0.03341847925118654,0.26623370445259853,0.2231838819523269
37,poincare,corrupted,0.2,0.5793132803632236,0.5711770277787286,0.5793132803632236,0.19948921679909193,1.5788511991075593,0.032522827807817574,0.2705506809953233,0.22602156640181612
37,ultrametric,corrupted,0.2,0.577894438138479,0.5700069503807921,0.577894438138479,0.19920544835414303,1.5796877259012903,0.03222223992500084,0.26809031670689704,0.22360953461975028
37,geometric_shell,corrupted,0.2,0.5780363223609535,0.570167010314147,0.5780363223609535,0.1993473325766175,1.5795218407657303,0.032513657030559445,0.26846706444521795,0.22417707150964813
37,vanilla,corrupted,0.3,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
